Best Buy High Frequency Alerts

Second:  143152 avg price:  545.273939394 #of crossings:  67
	millisecond 	price
	132001930 	540.720
	132001931 	540.720
	132001932 	540.720
	132001934 	540.720
	132001935 	540.720
	132001936 	540.720
	132001937 	540.720
	132001938 	540.720
	132001939 	540.720
	132001940 	540.720
	132001941 	540.720
	132001943 	540.720
	132001944 	540.720
	132001946 	540.720
	132001947 	540.720
	132001948 	540.720
	132001949 	540.720
	132001951 	540.720
	132001953 	540.720
	132001954 	540.720
	132001955 	540.720
	132001956 	540.720
	132001957 	540.720
	132001958 	540.720
	132001959 	540.720
	132001960 	540.720
	132001961 	540.720
	132001963 	540.720
	132001964 	540.720
	132001965 	540.720
	132001966 	540.720
	132001968 	540.720
	132001969 	540.720
	132001970 	540.720
	132001971 	540.720
	132001972 	540.720
	132001973 	540.720
	132001975 	540.720
	132001976 	540.720
	132001977 	540.720
	132001978 	540.720
	132001979 	540.720
	132001980 	540.720
	132001982 	540.720
	132001983 	540.720
	132001984 	540.720
	132001985 	540.720
Second:  143455 avg price:  419.952279793 #of crossings:  63
	millisecond 	price
	143455010 	547.880
	143455031 	547.590
	143455082 	547.560
	143455113 	0.000
	143455114 	0.000
	143455115 	547.190
	143455230 	0.000
	143455232 	0.000
	143455234 	547.190
	143455236 	0.000
	143455243 	0.000
	143455244 	0.000
	143455245 	0.000
	143455264 	0.000
	143455268 	0.000
	143455269 	0.000
	143455270 	547.880
	143455271 	0.000
	143455273 	547.260
	143455274 	0.000
	143455275 	547.280
	143455287 	547.340
	143455288 	547.280
	143455289 	547.270
	143455295 	547.560
	143455296 	0.000
	143455297 	0.000
	143455298 	547.280
	143455313 	0.000
	143455317 	547.380
	143455321 	547.380
	143455323 	547.380
	143455326 	547.990
	143455330 	547.280
	143455332 	547.340
	143455354 	547.990
	143455361 	547.560
	143455365 	0.000
	143455366 	547.340
	143455367 	547.360
	143455368 	547.880
	143455370 	547.320
	143455377 	547.880
	143455384 	547.720
	143455388 	0.000
	143455389 	547.320
	143455390 	547.590
	143455391 	547.320
	143455392 	547.320
	143455395 	547.880
	143455396 	547.340
	143455406 	0.000
	143455407 	547.880
	143455409 	547.340
	143455413 	547.990
	143455415 	547.990
	143455420 	547.340
	143455421 	547.340
	143455427 	0.000
	143455428 	547.880
	143455429 	547.880
	143455430 	547.990
	143455433 	547.340
	143455434 	0.000
	143455435 	547.360
	143455436 	0.000
	143455438 	0.000
	143455439 	547.990
	143455440 	547.880
	143455446 	0.000
	143455447 	547.880
	143455448 	0.000
	143455449 	0.000
	143455452 	0.000
	143455453 	0.000
	143455454 	547.380
	143455455 	0.000
	143455457 	547.460
	143455458 	547.380
	143455460 	0.000
	143455462 	547.470
	143455466 	547.880
	143455467 	547.720
	143455469 	547.380
	143455470 	0.000
	143455471 	547.380
	143455472 	547.380
	143455475 	547.880
	143455477 	547.990
	143455478 	0.000
	143455479 	0.000
	143455480 	547.470
	143455481 	547.990
	143455483 	547.990
	143455488 	0.000
	143455491 	547.450
	143455503 	547.470
	143455504 	547.380
	143455506 	547.380
	143455507 	547.590
	143455508 	547.450
	143455512 	547.380
	143455513 	547.380
	143455521 	547.720
	143455523 	547.720
	143455525 	547.420
	143455552 	547.410
	143455553 	547.450
	143455558 	0.000
	143455559 	0.000
	143455560 	0.000
	143455562 	547.510
	143455569 	547.450
	143455571 	547.440
	143455576 	547.990
	143455578 	547.880
	143455586 	547.440
	143455588 	547.470
	143455589 	0.000
	143455598 	547.510
	143455599 	547.450
	143455600 	547.450
	143455601 	547.450
	143455602 	547.450
	143455611 	548.290
	143455631 	547.450
	143455632 	547.450
	143455637 	547.450
	143455638 	547.470
	143455639 	547.470
	143455640 	547.880
	143455648 	547.510
	143455649 	547.450
	143455650 	547.550
	143455655 	547.550
	143455656 	547.550
	143455658 	547.720
	143455659 	0.000
	143455663 	547.450
	143455664 	547.470
	143455669 	547.550
	143455670 	548.330
	143455671 	547.550
	143455679 	547.550
	143455680 	547.450
	143455689 	548.330
	143455691 	547.450
	143455700 	547.450
	143455711 	547.490
	143455712 	547.720
	143455713 	0.000
	143455714 	0.000
	143455717 	0.000
	143455718 	0.000
	143455719 	0.000
	143455727 	547.500
	143455736 	547.720
	143455739 	547.500
	143455740 	547.500
	143455747 	547.720
	143455798 	547.500
	143455820 	547.800
	143455897 	547.490
	143455904 	548.380
	143455905 	547.500
	143455908 	548.380
	143455914 	547.500
	143455915 	547.550
	143455916 	547.620
	143455917 	547.950
	143455918 	547.550
	143455919 	547.880
	143455920 	547.580
	143455922 	548.380
	143455923 	547.580
	143455925 	547.550
	143455933 	547.550
	143455939 	547.640
	143455940 	547.550
	143455950 	547.880
	143455951 	547.550
	143455952 	548.380
	143455953 	548.380
	143455954 	548.380
	143455955 	548.380
	143455956 	548.380
	143455957 	548.380
	143455958 	548.380
	143455959 	547.950
	143455960 	547.580
	143455969 	547.640
	143455978 	0.000
	143455981 	548.430
Second:  151344 avg price:  395.786394558 #of crossings:  69
	millisecond 	price
	151344027 	548.550
	151344032 	0.000
	151344091 	548.550
	151344140 	548.580
	151344143 	0.000
	151344146 	548.530
	151344147 	0.000
	151344151 	548.660
	151344152 	548.660
	151344158 	548.650
	151344159 	548.590
	151344168 	0.000
	151344174 	548.600
	151344176 	0.000
	151344192 	548.590
	151344195 	0.000
	151344196 	548.650
	151344201 	548.600
	151344209 	0.000
	151344210 	548.630
	151344223 	0.000
	151344224 	548.660
	151344225 	548.660
	151344228 	548.650
	151344229 	548.650
	151344236 	548.600
	151344239 	548.650
	151344243 	548.770
	151344246 	548.630
	151344247 	0.000
	151344249 	548.640
	151344250 	548.660
	151344251 	548.660
	151344253 	0.000
	151344254 	548.980
	151344261 	548.600
	151344262 	548.660
	151344263 	548.660
	151344267 	548.770
	151344269 	0.000
	151344338 	548.710
	151344361 	549.430
	151344366 	0.000
	151344368 	549.480
	151344388 	548.980
	151344396 	0.000
	151344398 	549.530
	151344406 	548.690
	151344407 	0.000
	151344408 	548.650
	151344421 	548.610
	151344422 	548.610
	151344427 	0.000
	151344428 	548.980
	151344429 	548.980
	151344433 	548.850
	151344441 	549.530
	151344443 	548.980
	151344446 	548.770
	151344447 	548.680
	151344448 	548.900
	151344449 	0.000
	151344464 	548.680
	151344471 	0.000
	151344472 	0.000
	151344473 	548.660
	151344474 	548.820
	151344475 	549.530
	151344478 	0.000
	151344480 	548.710
	151344484 	548.740
	151344485 	0.000
	151344486 	548.880
	151344487 	548.840
	151344488 	549.540
	151344490 	548.880
	151344491 	548.840
	151344493 	548.880
	151344494 	548.820
	151344495 	0.000
	151344497 	549.590
	151344499 	548.820
	151344503 	548.880
	151344505 	548.860
	151344506 	548.720
	151344508 	549.160
	151344509 	0.000
	151344510 	548.820
	151344512 	548.720
	151344513 	548.820
	151344514 	549.590
	151344535 	548.880
	151344536 	548.860
	151344543 	0.000
	151344573 	548.710
	151344580 	0.000
	151344608 	548.710
	151344609 	548.710
	151344610 	548.710
	151344644 	549.160
	151344645 	549.590
	151344671 	548.710
	151344688 	0.000
	151344690 	548.730
	151344691 	0.000
	151344692 	548.730
	151344693 	548.980
	151344697 	0.000
	151344700 	548.880
	151344702 	548.860
	151344703 	548.770
	151344705 	0.000
	151344718 	548.750
	151344743 	548.760
	151344762 	549.630
	151344789 	548.750
	151344791 	548.880
	151344792 	548.860
	151344799 	548.770
	151344809 	548.820
	151344816 	548.770
	151344820 	548.670
	151344821 	548.670
	151344822 	0.000
	151344835 	549.550
	151344839 	548.720
	151344850 	549.160
	151344856 	549.550
	151344908 	0.000
	151344920 	548.730
	151344936 	0.000
	151344939 	548.860
	151344940 	548.740
	151344941 	0.000
	151344942 	0.000
	151344948 	549.630
	151344967 	0.000
	151344968 	0.000
	151344969 	0.000
	151344970 	548.750
	151344971 	0.000
	151344972 	550.940
	151344974 	0.000
	151344975 	0.000
	151344976 	0.000
	151344982 	548.750
	151344985 	0.000
Second:  152542 avg price:  549.173391304 #of crossings:  104
	millisecond 	price
	152542018 	548.980
	152542020 	549.050
	152542023 	548.940
	152542043 	548.950
	152542044 	548.940
	152542045 	548.940
	152542060 	549.110
	152542061 	549.110
	152542143 	548.990
	152542173 	549.110
	152542174 	549.110
	152542216 	548.990
	152542462 	548.950
	152542463 	549.100
	152542464 	548.990
	152542465 	549.360
	152542466 	549.050
	152542467 	549.110
	152542468 	549.360
	152542469 	549.110
	152542470 	549.110
	152542471 	549.360
	152542472 	549.110
	152542474 	549.110
	152542476 	549.110
	152542477 	549.110
	152542478 	549.360
	152542479 	549.110
	152542480 	549.110
	152542481 	549.360
	152542482 	549.110
	152542484 	549.110
	152542485 	549.110
	152542486 	549.360
	152542487 	549.110
	152542489 	549.110
	152542490 	549.110
	152542491 	549.360
	152542492 	549.110
	152542493 	548.990
	152542494 	549.110
	152542495 	548.990
	152542496 	549.360
	152542497 	549.110
	152542499 	549.110
	152542500 	549.110
	152542501 	549.360
	152542502 	549.110
	152542504 	549.110
	152542505 	549.110
	152542506 	549.360
	152542507 	549.110
	152542508 	549.110
	152542509 	549.360
	152542510 	549.110
	152542512 	549.110
	152542513 	549.110
	152542514 	549.360
	152542515 	549.110
	152542517 	549.110
	152542518 	549.110
	152542519 	549.360
	152542520 	549.110
	152542522 	549.110
	152542523 	549.110
	152542524 	549.360
	152542525 	549.110
	152542527 	549.110
	152542528 	549.110
	152542529 	549.360
	152542530 	549.110
	152542532 	549.110
	152542533 	549.110
	152542534 	549.360
	152542535 	549.110
	152542537 	549.110
	152542538 	549.110
	152542539 	549.360
	152542540 	549.110
	152542541 	549.110
	152542542 	549.360
	152542543 	549.110
	152542544 	549.110
	152542545 	549.360
	152542546 	549.110
	152542547 	549.360
	152542548 	549.110
	152542550 	549.110
	152542551 	549.110
	152542552 	549.360
	152542553 	549.110
	152542554 	549.110
	152542555 	549.360
	152542556 	549.110
	152542558 	549.110
	152542559 	549.110
	152542560 	549.360
	152542561 	549.110
	152542563 	549.110
	152542564 	549.110
	152542566 	549.110
	152542568 	549.110
	152542569 	549.110
	152542570 	549.360
	152542571 	549.110
	152542572 	549.110
	152542573 	549.360
	152542574 	549.360
	152542576 	549.110
	152542578 	549.110
	152542580 	549.110
	152542582 	549.110
	152542583 	549.360
	152542584 	549.110
	152542586 	549.360
	152542587 	549.110
	152542588 	549.360
	152542589 	549.110
	152542590 	549.360
	152542591 	549.110
	152542592 	549.110
	152542593 	549.360
	152542594 	549.110
	152542596 	549.110
	152542597 	549.110
	152542598 	549.360
	152542599 	549.110
	152542600 	549.360
	152542601 	549.110
	152542602 	549.110
	152542603 	549.360
	152542604 	549.110
	152542605 	549.110
	152542606 	549.360
	152542607 	549.110
	152542609 	549.110
	152542610 	549.110
	152542611 	549.360
	152542612 	549.110
	152542614 	549.360
	152542615 	549.110
	152542616 	549.360
	152542617 	549.110
	152542618 	549.360
	152542619 	549.110
	152542620 	549.360
	152542621 	549.110
	152542622 	549.360
	152542623 	549.110
	152542624 	549.360
	152542625 	549.110
	152542627 	549.110
	152542629 	549.110
	152542630 	549.110
	152542631 	549.360
	152542632 	549.110
	152542633 	549.110
	152542634 	549.360
	152542635 	549.110
	152542636 	549.110
	152542637 	549.360
	152542638 	549.110
	152542640 	549.110
	152542642 	549.110
	152542643 	549.110
	152542644 	549.360
	152542645 	549.110
	152542646 	549.110
	152542647 	549.360
	152542648 	549.110
	152542650 	549.110
	152542651 	549.110
	152542652 	549.360
	152542653 	549.110
	152542655 	549.110
	152542656 	549.110
	152542657 	549.360
	152542658 	549.110
	152542660 	549.110
	152542661 	549.110
	152542662 	549.360
	152542663 	549.110
	152542665 	549.110
	152542666 	549.110
	152542667 	549.360
	152542668 	549.110
	152542669 	549.360
	152542670 	549.110
	152542671 	549.110
	152542672 	549.360
	152542673 	549.110
	152542674 	549.360
	152542675 	549.360
	152542676 	549.110
	152542677 	549.360
	152542678 	549.110
	152542680 	549.110
	152542681 	549.110
	152542683 	549.110
	152542685 	549.110
	152542686 	549.110
	152542688 	549.360
	152542689 	549.110
	152542690 	549.360
	152542691 	549.110
	152542692 	549.360
	152542693 	549.110
	152542694 	549.110
	152542695 	549.360
	152542696 	549.110
	152542698 	549.110
	152542700 	549.110
	152542701 	549.110
	152542702 	549.360
	152542703 	549.110
	152542704 	549.110
	152542705 	549.360
	152542706 	549.110
	152542707 	549.360
	152542708 	549.110
	152542710 	549.110
	152542712 	549.110
	152542713 	549.110
	152542714 	549.110
	152542715 	549.360
	152542716 	549.110
	152542718 	549.110
	152542719 	549.110
	152542931 	549.480
	152542972 	549.010
