Best Buy High Frequency Alerts

Second:  143152 avg price:  545.273939394 #of crossings:  67
	millisecond 	price
	094603020 	545.660
	094603021 	545.650
	094603022 	545.650
	094603023 	545.650
	094603024 	545.650
	094603028 	545.640
	094603029 	545.640
	094603030 	545.630
	094603031 	545.630
	094603032 	545.630
	094603040 	545.620
	094603041 	545.620
	094603042 	545.610
	094603043 	545.610
	094603051 	545.600
	094603052 	545.600
	094603053 	545.600
	094603054 	545.590
	094603055 	545.590
	094603056 	545.780
	094603057 	545.590
	094603062 	545.580
	094603063 	545.580
	094603064 	545.580
	094603066 	545.570
	094603067 	546.000
	094603072 	545.580
	094603074 	545.560
	094603077 	548.250
	094603090 	545.580
	094603091 	545.570
	094603092 	545.570
	094603099 	545.500
	094603100 	545.580
	094603101 	545.490
	094603102 	545.780
	094603103 	545.500
	094603107 	545.480
	094603114 	545.580
	094603118 	545.470
	094603119 	545.470
	094603120 	545.460
	094603121 	545.460
	094603122 	545.460
	094603123 	545.920
	094603127 	545.450
	094603133 	545.460
	094603140 	545.440
	094603141 	545.780
	094603144 	545.440
	094603146 	545.400
	094603147 	545.400
	094603148 	545.400
	094603150 	545.390
	094603151 	545.390
	094603156 	545.400
	094603157 	545.460
	094603158 	545.390
	094603159 	546.280
	094603160 	545.440
	094603161 	546.030
	094603183 	545.440
	094603184 	545.410
	094603199 	545.410
	094603200 	545.780
	094603253 	546.030
	094603280 	545.580
	094603282 	545.440
	094603331 	545.560
	094603332 	545.560
	094603427 	545.980
	094603430 	545.440
	094603452 	545.920
	094603455 	545.440
	094603546 	545.560
	094603547 	545.920
	094603558 	545.440
	094603608 	545.440
	094603618 	545.440
	094603622 	545.440
	094603632 	545.920
	094603689 	545.460
	094603693 	545.460
	094603700 	545.460
	094603705 	545.370
	094603706 	545.370
	094603708 	545.370
	094603709 	545.370
	094603747 	545.370
	094603752 	545.370
	094603753 	545.370
	094603774 	545.980
	094603778 	545.370
	094603794 	545.370
	094603804 	545.370
	094603833 	545.370
	094603834 	545.370
	094603836 	546.030
	094603847 	547.550
	094603849 	545.370
	094603860 	545.370
	094603882 	545.370
	094603884 	545.920
	094603890 	545.370
	094603947 	545.370
	094603956 	545.370
	094603965 	545.370
Second:  094605 avg price:  545.289190476 #of crossings:  71
	millisecond 	price
	094605007 	545.210
	094605017 	545.390
	094605018 	545.370
	094605025 	545.180
	094605026 	545.370
	094605030 	545.900
	094605032 	545.370
	094605048 	545.180
	094605049 	545.630
	094605050 	545.630
	094605058 	545.180
	094605059 	545.370
	094605066 	545.370
	094605077 	545.360
	094605145 	545.630
	094605148 	545.410
	094605178 	545.180
	094605224 	545.180
	094605233 	545.180
	094605234 	545.630
	094605243 	545.630
	094605245 	545.370
	094605252 	545.370
	094605259 	545.370
	094605269 	545.370
	094605288 	545.370
	094605289 	545.630
	094605338 	545.370
	094605368 	545.630
	094605369 	545.370
	094605370 	545.630
	094605372 	545.180
	094605373 	545.630
	094605376 	545.370
	094605377 	545.370
	094605382 	545.180
	094605383 	545.180
	094605384 	545.370
	094605385 	545.180
	094605388 	545.630
	094605389 	546.000
	094605391 	546.000
	094605392 	546.000
	094605402 	545.180
	094605404 	545.180
	094605406 	545.180
	094605430 	545.180
	094605444 	545.180
	094605447 	545.180
	094605448 	545.180
	094605449 	545.180
	094605450 	545.180
	094605451 	545.180
	094605452 	545.180
	094605453 	545.180
	094605454 	545.180
	094605455 	545.180
	094605456 	545.180
	094605457 	545.180
	094605458 	545.180
	094605459 	545.180
	094605460 	545.180
	094605461 	545.180
	094605476 	545.180
	094605478 	545.180
	094605479 	545.180
	094605480 	545.180
	094605481 	545.180
	094605482 	545.180
	094605483 	545.180
	094605484 	545.180
	094605485 	545.180
	094605486 	545.180
	094605487 	545.180
	094605488 	545.180
	094605489 	545.180
	094605490 	545.180
	094605491 	545.180
	094605492 	545.180
	094605493 	545.180
	094605494 	545.370
	094605496 	545.180
	094605502 	545.180
	094605524 	545.180
	094605527 	545.180
	094605531 	545.180
	094605543 	545.180
	094605548 	545.180
	094605549 	545.180
	094605550 	545.180
	094605551 	545.180
	094605552 	545.180
	094605553 	545.180
	094605554 	545.180
	094605563 	545.630
	094605584 	545.180
	094605586 	545.180
	094605592 	545.180
	094605594 	545.180
	094605600 	545.630
	094605602 	545.180
	094605603 	545.180
	094605604 	545.180
	094605605 	545.180
	094605606 	545.180
	094605608 	545.180
	094605610 	545.180
	094605615 	545.180
	094605616 	545.180
	094605618 	545.180
	094605621 	545.180
	094605622 	545.370
	094605623 	545.180
	094605624 	545.180
	094605639 	545.370
	094605660 	545.370
	094605661 	545.370
	094605668 	545.370
	094605669 	545.370
	094605674 	545.370
	094605675 	545.370
	094605676 	545.370
	094605677 	545.370
	094605678 	545.370
	094605679 	545.370
	094605680 	545.370
	094605681 	545.370
	094605682 	545.370
	094605683 	545.370
	094605684 	545.370
	094605685 	545.370
	094605686 	545.370
	094605693 	545.180
	094605697 	545.180
	094605699 	545.000
	094605702 	545.000
	094605704 	545.370
	094605708 	545.370
	094605715 	545.300
	094605716 	545.300
	094605717 	545.300
	094605719 	545.300
	094605720 	545.000
	094605721 	545.000
	094605722 	545.000
	094605724 	545.000
	094605725 	545.000
	094605729 	545.000
	094605730 	545.370
	094605738 	544.980
	094605739 	544.980
	094605740 	545.000
	094605741 	545.000
	094605746 	544.970
	094605747 	544.970
	094605748 	545.420
	094605749 	545.420
	094605753 	544.970
	094605756 	545.270
	094605757 	545.250
	094605761 	545.250
	094605765 	544.970
	094605772 	545.000
	094605782 	545.000
	094605783 	545.000
	094605784 	545.240
	094605785 	545.000
	094605814 	545.240
	094605815 	545.240
	094605816 	545.240
	094605817 	545.240
	094605818 	545.240
	094605831 	545.000
	094605832 	545.230
	094605840 	545.370
	094605841 	545.370
	094605842 	545.370
	094605843 	545.450
	094605859 	549.130
	094605860 	544.970
	094605868 	544.970
	094605869 	544.970
	094605870 	545.220
	094605871 	545.220
	094605896 	544.970
	094605897 	545.370
	094605905 	545.000
	094605907 	545.000
	094605909 	545.220
	094605919 	545.370
	094605926 	545.420
	094605928 	544.970
	094605931 	545.220
	094605933 	547.150
	094605935 	545.170
	094605944 	545.210
	094605945 	545.210
	094605955 	544.850
	094605956 	544.850
	094605957 	545.300
	094605959 	544.850
	094605960 	544.850
	094605961 	545.210
	094605976 	545.210
	094605977 	545.420
	094605984 	549.130
	094605987 	545.420
	094605989 	545.190
	094605998 	544.850
	094605999 	544.850
Second:  094606 avg price:  545.048571429 #of crossings:  53
	millisecond 	price
	094606000 	545.120
	094606005 	545.110
	094606007 	545.110
	094606028 	544.850
	094606030 	544.850
	094606032 	549.130
	094606033 	545.420
	094606034 	545.420
	094606037 	544.850
	094606039 	544.850
	094606040 	545.420
	094606041 	545.120
	094606044 	545.120
	094606046 	545.070
	094606047 	545.070
	094606050 	545.420
	094606052 	544.850
	094606060 	544.850
	094606061 	545.190
	094606063 	544.850
	094606066 	544.850
	094606067 	544.850
	094606070 	544.850
	094606079 	545.420
	094606084 	545.190
	094606085 	544.850
	094606087 	544.850
	094606090 	544.850
	094606094 	545.420
	094606096 	544.850
	094606097 	544.850
	094606098 	545.020
	094606106 	545.190
	094606109 	545.420
	094606112 	545.190
	094606113 	545.190
	094606117 	545.190
	094606130 	544.850
	094606131 	544.850
	094606132 	544.850
	094606133 	545.020
	094606145 	545.250
	094606166 	544.850
	094606167 	545.420
	094606182 	544.850
	094606185 	545.420
	094606204 	545.250
	094606205 	544.850
	094606223 	544.850
	094606239 	544.850
	094606281 	545.020
	094606293 	545.250
	094606321 	545.020
	094606334 	545.250
	094606340 	545.250
	094606345 	545.250
	094606348 	545.250
	094606356 	544.900
	094606359 	545.250
	094606360 	545.250
	094606363 	545.250
	094606365 	544.850
	094606368 	544.850
	094606371 	544.850
	094606416 	545.420
	094606423 	545.250
	094606427 	545.110
	094606440 	545.110
	094606480 	544.900
	094606489 	545.300
	094606510 	545.110
	094606530 	545.110
	094606531 	545.420
	094606550 	545.420
	094606564 	544.850
	094606568 	544.840
	094606640 	544.900
	094606641 	544.850
	094606668 	544.810
	094606669 	544.900
	094606675 	544.810
	094606677 	544.800
	094606678 	544.800
	094606680 	544.790
	094606681 	544.790
	094606682 	544.780
	094606683 	544.780
	094606684 	544.780
	094606687 	544.770
	094606688 	544.770
	094606689 	544.770
	094606690 	544.760
	094606691 	544.760
	094606694 	544.750
	094606695 	544.740
	094606696 	544.730
	094606697 	545.190
	094606698 	544.730
	094606699 	544.790
	094606701 	544.720
	094606702 	544.720
	094606703 	544.720
	094606704 	545.210
	094606705 	544.710
	094606706 	544.900
	094606707 	544.700
	094606709 	544.700
	094606711 	544.690
	094606712 	544.700
	094606714 	545.210
	094606731 	544.900
	094606737 	544.900
	094606795 	544.900
	094606796 	544.900
	094606797 	544.810
	094606814 	544.730
	094606815 	544.810
	094606818 	544.810
	094606848 	549.130
	094606849 	544.800
	094606850 	545.210
	094606861 	544.790
	094606870 	544.790
	094606877 	544.900
	094606889 	544.810
	094606899 	545.210
Second:  114736 avg price:  441.451690141 #of crossings:  66
	millisecond 	price
	114736086 	543.900
	114736345 	543.610
	114736346 	543.630
	114736347 	543.600
	114736348 	543.580
	114736349 	543.590
	114736350 	0.000
	114736351 	543.700
	114736352 	543.610
	114736353 	543.580
	114736355 	543.610
	114736356 	543.700
	114736357 	0.000
	114736358 	543.580
	114736359 	543.570
	114736360 	543.580
	114736361 	543.580
	114736363 	543.580
	114736364 	543.570
	114736365 	543.570
	114736366 	543.570
	114736369 	543.570
	114736370 	543.590
	114736375 	543.570
	114736376 	543.580
	114736377 	543.700
	114736378 	543.610
	114736381 	543.700
	114736387 	0.000
	114736388 	543.700
	114736389 	543.560
	114736390 	543.560
	114736391 	0.000
	114736392 	543.550
	114736393 	543.540
	114736394 	0.000
	114736395 	0.000
	114736396 	543.550
	114736397 	543.550
	114736398 	543.550
	114736401 	543.550
	114736402 	543.700
	114736405 	543.550
	114736406 	543.550
	114736407 	543.550
	114736416 	543.540
	114736417 	543.550
	114736418 	0.000
	114736419 	543.530
	114736420 	0.000
	114736421 	543.520
	114736422 	543.520
	114736423 	543.520
	114736424 	543.520
	114736425 	543.520
	114736426 	543.520
	114736427 	543.520
	114736430 	0.000
	114736431 	543.440
	114736432 	543.520
	114736433 	543.440
	114736434 	543.440
	114736435 	546.060
	114736436 	543.440
	114736437 	543.440
	114736438 	543.440
	114736440 	543.440
	114736447 	543.670
	114736452 	543.670
	114736470 	543.700
	114736480 	0.000
	114736481 	543.700
	114736483 	543.700
	114736484 	543.700
	114736489 	546.060
	114736497 	543.620
	114736512 	543.370
	114736521 	0.000
	114736523 	544.230
	114736524 	0.000
	114736525 	543.440
	114736526 	543.310
	114736527 	543.320
	114736528 	0.000
	114736529 	543.360
	114736530 	543.620
	114736531 	543.350
	114736533 	543.620
	114736534 	0.000
	114736535 	543.410
	114736536 	543.620
	114736537 	0.000
	114736541 	0.000
	114736543 	543.340
	114736544 	0.000
	114736547 	0.000
	114736549 	0.000
	114736552 	543.410
	114736554 	543.410
	114736555 	0.000
	114736556 	0.000
	114736557 	544.000
	114736558 	0.000
	114736559 	543.400
	114736561 	543.410
	114736562 	0.000
	114736563 	544.000
	114736565 	543.620
	114736567 	0.000
	114736571 	0.000
	114736573 	543.620
	114736574 	543.410
	114736575 	543.410
	114736577 	543.410
	114736586 	543.410
	114736588 	543.410
	114736592 	543.700
	114736596 	543.700
	114736603 	543.410
	114736604 	543.410
	114736605 	0.000
	114736606 	0.000
	114736607 	543.400
	114736608 	543.400
	114736628 	543.620
	114736638 	543.400
	114736640 	543.700
	114736641 	543.640
	114736645 	0.000
	114736646 	0.000
	114736648 	543.640
	114736649 	543.370
	114736651 	543.620
	114736652 	543.360
	114736654 	543.590
	114736670 	0.000
	114736672 	543.620
	114736674 	543.380
	114736677 	543.380
	114736678 	543.390
	114736679 	543.300
	114736680 	543.390
	114736681 	544.000
	114736685 	543.390
	114736688 	543.390
	114736689 	543.390
	114736693 	0.000
	114736694 	543.380
	114736695 	543.390
	114736696 	543.380
	114736697 	543.390
	114736700 	543.610
	114736703 	543.380
	114736704 	543.370
	114736705 	0.000
	114736706 	543.380
	114736707 	543.380
	114736709 	543.360
	114736710 	543.360
	114736711 	543.360
	114736712 	543.350
	114736713 	543.350
	114736714 	0.000
	114736715 	0.000
	114736716 	543.320
	114736717 	543.320
	114736718 	543.320
	114736720 	543.310
	114736721 	543.310
	114736722 	543.300
	114736723 	543.300
	114736724 	543.290
	114736725 	543.290
	114736727 	543.280
	114736728 	543.280
	114736729 	543.270
	114736730 	543.260
	114736731 	543.260
	114736732 	543.250
	114736733 	543.260
	114736734 	543.260
	114736735 	543.320
	114736737 	543.330
	114736738 	543.320
	114736739 	543.320
	114736740 	543.330
	114736741 	543.340
	114736742 	543.570
	114736745 	543.350
	114736756 	543.330
	114736758 	543.350
	114736761 	543.350
	114736799 	543.330
	114736811 	543.570
	114736831 	543.330
	114736832 	543.330
	114736922 	0.000
	114736942 	0.000
	114736943 	0.000
	114736944 	543.450
	114736945 	543.700
	114736946 	543.410
	114736947 	543.570
	114736948 	0.000
	114736949 	543.360
	114736950 	543.360
	114736951 	0.000
	114736953 	0.000
	114736954 	543.620
	114736969 	543.620
	114736970 	543.450
	114736973 	543.450
	114736993 	543.700
Second:  132001 avg price:  378.762442396 #of crossings:  81
	millisecond 	price
	132001316 	540.670
	132001317 	540.670
	132001318 	540.670
	132001319 	540.650
	132001320 	540.670
	132001321 	540.670
	132001322 	540.660
	132001324 	540.650
	132001326 	0.000
	132001327 	540.650
	132001328 	0.000
	132001329 	0.000
	132001330 	0.000
	132001331 	0.000
	132001336 	540.870
	132001340 	540.670
	132001341 	0.000
	132001342 	540.720
	132001343 	540.670
	132001344 	540.720
	132001345 	540.720
	132001346 	0.000
	132001347 	0.000
	132001348 	0.000
	132001349 	0.000
	132001350 	0.000
	132001354 	0.000
	132001362 	540.670
	132001363 	0.000
	132001364 	0.000
	132001380 	0.000
	132001381 	542.480
	132001383 	0.000
	132001384 	0.000
	132001385 	540.720
	132001437 	0.000
	132001438 	540.820
	132001466 	541.560
	132001477 	0.000
	132001489 	0.000
	132001652 	0.000
	132001653 	540.640
	132001654 	0.000
	132001655 	540.630
	132001657 	0.000
	132001776 	0.000
	132001777 	540.720
	132001779 	540.720
	132001780 	540.720
	132001781 	540.720
	132001782 	540.720
	132001783 	540.720
	132001785 	540.720
	132001786 	540.720
	132001788 	540.720
	132001789 	540.720
	132001790 	540.720
	132001791 	540.720
	132001792 	540.720
	132001793 	540.720
	132001794 	0.000
	132001795 	0.000
	132001796 	0.000
	132001797 	540.720
	132001798 	0.000
	132001799 	0.000
	132001800 	0.000
	132001801 	0.000
	132001803 	0.000
	132001804 	0.000
	132001805 	0.000
	132001806 	0.000
	132001807 	0.000
	132001808 	0.000
	132001809 	0.000
	132001810 	0.000
	132001811 	0.000
	132001812 	0.000
	132001813 	0.000
	132001814 	0.000
	132001815 	0.000
	132001816 	0.000
	132001817 	0.000
	132001818 	0.000
	132001819 	0.000
	132001820 	0.000
	132001821 	540.720
	132001822 	0.000
	132001823 	0.000
	132001824 	0.000
	132001825 	0.000
	132001827 	0.000
	132001829 	0.000
	132001830 	0.000
	132001831 	0.000
	132001832 	0.000
	132001833 	0.000
	132001834 	0.000
	132001835 	0.000
	132001836 	0.000
	132001838 	0.000
	132001839 	0.000
	132001840 	540.720
	132001841 	540.720
	132001842 	540.720
	132001843 	540.720
	132001845 	540.720
	132001846 	540.720
	132001847 	540.720
	132001848 	540.720
	132001849 	540.720
	132001852 	540.720
	132001853 	540.720
	132001854 	540.720
	132001855 	540.720
	132001856 	540.720
	132001857 	540.720
	132001859 	540.720
	132001861 	540.720
	132001862 	540.720
	132001864 	540.720
	132001865 	540.720
	132001866 	540.720
	132001868 	540.720
	132001869 	540.720
	132001871 	540.720
	132001872 	540.720
	132001873 	540.720
	132001875 	540.720
	132001876 	540.720
	132001877 	540.720
	132001878 	540.720
	132001880 	540.720
	132001881 	540.720
	132001883 	540.720
	132001884 	540.720
	132001886 	540.720
	132001888 	540.720
	132001889 	540.720
	132001891 	540.720
	132001892 	540.720
	132001893 	540.720
	132001894 	540.720
	132001895 	0.000
	132001896 	540.720
	132001898 	540.720
	132001899 	540.720
	132001900 	540.720
	132001901 	540.720
	132001902 	540.720
	132001903 	540.720
	132001904 	540.720
	132001905 	540.720
	132001906 	540.720
	132001907 	540.720
	132001908 	540.720
	132001909 	540.720
	132001910 	540.720
	132001912 	540.720
	132001914 	540.720
	132001915 	540.720
	132001917 	540.720
	132001919 	540.720
	132001921 	540.720
	132001922 	540.720
	132001924 	540.720
	132001925 	540.720
	132001926 	540.720
	132001928 	540.720
	132001929 	540.720
