(second, ((avg best buy, avg best ask), (#crossings best buy, #crossings best ask)))
(u'144742', ((546.14250000000004, 500.99416666666667), (5, 2)))
(u'144743', ((545.97571428571439, 546.53214285714296), (4, 6)))
(u'144744', ((364.16666666666669, 546.5333333333333), (1, 1)))
(u'144745', ((491.45566666666667, 491.86399999999981), (6, 6)))
(u'144746', ((284.87217391304347, 522.76521739130419), (11, 2)))
(u'144747', ((389.4614285714286, 468.27571428571434), (4, 3)))
(u'144748', ((388.43346153846147, 451.90884615384613), (20, 14)))
(u'144749', ((427.96459459459464, 502.08108108108109), (11, 6)))
(u'144750', ((409.49329999999986, 480.91770000000025), (39, 21)))
(u'144751', ((519.75619047619057, 442.44119047619034), (4, 14)))
(u'144752', ((363.69777777777779, 485.73666666666679), (6, 2)))
(u'144753', ((545.81999999999994, 447.13090909090914), (4, 3)))
(u'144754', ((209.94461538461536, 504.41692307692296), (2, 2)))
(u'144755', ((529.90617647058832, 514.37058823529412), (2, 4)))
(u'144756', ((545.74599999999998, 546.48000000000013), (2, 1)))
(u'144757', ((545.61999999999989, 514.50588235294106), (5, 2)))
(u'144758', ((545.89999999999998, 546.39999999999998), (0, 0)))
(u'144759', ((545.94333333333327, 546.47000000000003), (1, 0)))
(u'144800', ((546.02222222222213, 546.67111111111114), (7, 4)))
(u'144801', ((531.0483783783784, 487.33689189189181), (4, 15)))
(u'144802', ((500.2908333333333, 500.97333333333336), (1, 2)))
(u'144803', ((545.72818181818184, 546.68727272727267), (5, 4)))
(u'144804', ((545.75699999999995, 491.64749999999992), (6, 4)))
(u'144805', ((545.54157894736852, 517.60947368421046), (8, 2)))
(u'144806', ((545.61045454545456, 471.83181818181816), (6, 5)))
(u'144807', ((311.7285714285714, 390.29857142857139), (4, 3)))
(u'144808', ((505.00185185185182, 526.20814814814821), (4, 2)))
(u'144809', ((500.18583333333339, 500.73416666666662), (2, 2)))
(u'144810', ((136.495, 409.84500000000003), (1, 2)))
(u'144811', ((238.86125000000001, 376.02000000000004), (8, 9)))
(u'144812', ((116.93535714285716, 312.14607142857142), (7, 13)))
(u'144813', ((380.52674418604647, 381.12558139534872), (11, 16)))
(u'144814', ((301.10689655172411, 395.46551724137925), (11, 11)))
(u'144815', ((389.70285714285717, 389.97714285714289), (1, 3)))
(u'144816', ((451.41672413793088, 404.88103448275848), (14, 21)))
(u'144817', ((525.81107142857161, 526.70607142857136), (2, 2)))
(u'144818', ((498.13260869565221, 451.17478260869569), (4, 7)))
(u'144819', ((545.36888888888882, 546.4477777777779), (2, 6)))
(u'144820', ((544.96500000000003, 546.17333333333329), (7, 5)))
(u'144821', ((545.71400000000006, 546.048), (2, 1)))
(u'144822', ((545.75, 545.89999999999998), (0, 0)))
(u'144824', ((530.24361111111125, 546.01111111111118), (2, 16)))
(u'144825', ((545.11428571428576, 546.63714285714286), (4, 4)))
(u'144826', ((545.59499999999991, 545.94166666666661), (3, 3)))
(u'144827', ((545.55999999999995, 545.91222222222234), (1, 2)))
(u'144828', ((545.31535714285724, 545.93714285714282), (11, 9)))
(u'144829', ((545.38076923076937, 545.97307692307675), (3, 6)))
(u'144830', ((545.35333333333335, 545.94583333333321), (9, 8)))
(u'144831', ((545.27971428571436, 545.8194285714286), (14, 15)))
(u'144832', ((545.42000000000007, 545.77999999999997), (1, 1)))
(u'144833', ((545.15133333333335, 545.89200000000005), (4, 4)))
(u'144834', ((545.48772727272728, 545.95227272727266), (16, 9)))
(u'144835', ((545.53604395604407, 539.92230769230798), (46, 2)))
(u'144836', ((545.45147058823534, 546.08411764705875), (13, 17)))
(u'144837', ((545.56333333333316, 545.90999999999997), (3, 0)))
(u'144838', ((545.7166666666667, 546.13666666666666), (4, 5)))
(u'144839', ((529.89014492753631, 538.22144927536215), (4, 2)))
(u'144840', ((545.61565217391308, 546.23565217391308), (11, 8)))
(u'144841', ((545.23666666666668, 546.13222222222214), (2, 4)))
(u'144842', ((545.44578947368427, 546.05000000000007), (8, 5)))
(u'144843', ((545.36730769230769, 546.11115384615391), (8, 7)))
(u'144844', ((545.173, 546.16499999999996), (4, 1)))
(u'144845', ((545.56833333333338, 546.03375000000005), (10, 7)))
(u'144846', ((545.59190476190474, 546.51761904761906), (3, 8)))
(u'144847', ((451.35310344827593, 433.38379310344823), (8, 9)))
(u'144848', ((0.0, 546.05666666666662), (0, 2)))
(u'144849', ((488.3905263157896, 546.33552631578937), (8, 21)))
(u'144850', ((396.96818181818179, 546.2318181818182), (5, 3)))
(u'144851', ((212.25888888888892, 546.41944444444437), (7, 9)))
(u'144852', ((545.79600000000005, 546.27199999999993), (4, 5)))
(u'144853', ((472.65666666666669, 509.81599999999992), (4, 2)))
(u'144854', ((545.64400000000001, 546.29999999999995), (1, 1)))
(u'144855', ((496.17818181818183, 447.04727272727268), (2, 4)))
(u'144856', ((522.01652173913044, 427.44000000000011), (2, 8)))
(u'144857', ((511.72187500000007, 478.03937500000001), (2, 3)))
(u'144858', ((496.26363636363641, 496.98272727272729), (2, 2)))
(u'144859', ((248.0977272727273, 372.32954545454544), (10, 10)))
(u'144900', ((227.37916666666663, 409.5958333333333), (6, 5)))
(u'144902', ((136.36000000000001, 409.54249999999996), (1, 1)))
(u'144903', ((167.89769230769232, 336.12153846153848), (7, 6)))
(u'144904', ((311.94571428571425, 409.81785714285712), (15, 12)))
(u'144905', ((418.89720930232556, 406.59418604651154), (14, 18)))
(u'144906', ((389.95214285714286, 546.41285714285721), (8, 4)))
(u'144907', ((167.96923076923076, 504.48769230769216), (5, 2)))
(u'144908', ((488.74774193548387, 498.06249999999983), (16, 20)))
(u'144909', ((546.1722388059701, 546.71910447761172), (25, 30)))
(u'144910', ((546.08956521739128, 546.73608695652172), (14, 9)))
(u'144911', ((546.11999999999989, 546.49000000000001), (1, 1)))
(u'144912', ((546.07000000000005, 546.38999999999999), (0, 0)))
(u'144913', ((546.13000000000011, 546.69166666666672), (4, 5)))
(u'144914', ((546.09499999999991, 546.36749999999995), (1, 2)))
(u'144915', ((545.72142857142853, 546.36428571428576), (2, 2)))
(u'144916', ((546.17599999999993, 546.56799999999998), (4, 4)))
(u'144917', ((546.20000000000005, 547.24749999999995), (3, 5)))
(u'144918', ((545.82000000000005, 547.11857142857139), (3, 3)))
(u'144920', ((546.25749999999994, 546.37), (1, 2)))
(u'144921', ((546.13900000000012, 546.36899999999991), (4, 6)))
(u'144922', ((545.75629629629634, 546.4751851851853), (9, 6)))
(u'144923', ((545.77999999999997, 546.60285714285715), (2, 2)))
(u'144924', ((546.14833333333331, 546.35583333333329), (6, 6)))
(u'144925', ((545.93615384615384, 546.83230769230772), (5, 6)))
(u'144926', ((546.12000000000012, 546.53611111111104), (4, 7)))
(u'144927', ((546.18499999999995, 546.36000000000001), (1, 0)))
(u'144929', ((546.1966666666666, 546.51916666666648), (10, 3)))
(u'144930', ((546.13, 546.81600000000003), (2, 4)))
(u'144931', ((545.35000000000002, 547.77199999999993), (1, 1)))
(u'144932', ((546.16274509803941, 535.86352941176483), (24, 2)))
(u'144933', ((546.2594444444444, 425.30055555555555), (11, 6)))
(u'144934', ((546.05714285714294, 546.9357142857142), (2, 1)))
(u'144935', ((546.24000000000001, 546.76285714285711), (5, 3)))
(u'144936', ((546.39999999999998, 546.77499999999998), (0, 1)))
(u'144937', ((546.01384615384609, 547.07538461538468), (1, 4)))
(u'144938', ((545.20000000000005, 546.54999999999995), (1, 0)))
(u'144939', ((546.07583333333321, 546.65166666666664), (7, 7)))
(u'144940', ((545.98919999999998, 546.6884), (10, 8)))
(u'144941', ((545.82692307692298, 546.72153846153844), (3, 2)))
(u'144942', ((546.22000000000003, 546.58500000000004), (1, 1)))
(u'144943', ((546.26520000000016, 547.04599999999994), (9, 10)))
(u'144944', ((546.16083333333336, 546.57916666666654), (2, 5)))
(u'144945', ((546.18333333333339, 546.74916666666672), (1, 2)))
(u'144946', ((509.83733333333328, 510.19333333333338), (2, 2)))
(u'144947', ((443.89749999999998, 444.31812499999995), (6, 6)))
(u'144948', ((462.20846153846145, 504.62846153846152), (4, 2)))
(u'144949', ((507.23714285714283, 429.3857142857143), (1, 3)))
(u'144950', ((364.15666666666669, 425.03777777777782), (6, 3)))
(u'144951', ((508.52340909090907, 472.03749999999997), (6, 10)))
(u'144952', ((545.94052631578927, 402.6305263157895), (4, 5)))
(u'144953', ((485.34999999999997, 364.26555555555558), (2, 5)))
(u'144954', ((545.68980000000022, 546.26760000000013), (17, 19)))
(u'144955', ((545.72413793103453, 546.33034482758626), (14, 14)))
(u'144956', ((545.72333333333336, 546.17166666666662), (3, 2)))
(u'144957', ((545.76692307692315, 546.45538461538467), (5, 4)))
(u'144958', ((545.76095238095218, 546.26428571428573), (7, 6)))
(u'144959', ((545.70684210526315, 546.65947368421052), (7, 6)))
(u'145000', ((545.55423076923091, 546.26846153846157), (12, 10)))
(u'145001', ((545.58111111111123, 546.30499999999995), (5, 7)))
(u'145002', ((545.38473684210533, 546.27210526315787), (7, 3)))
(u'145003', ((545.48115384615403, 546.18499999999995), (10, 7)))
(u'145004', ((545.84571428571439, 546.16999999999996), (3, 2)))
(u'145005', ((545.81666666666661, 547.505), (1, 4)))
(u'145006', ((545.13999999999999, 546.59000000000003), (0, 0)))
(u'145007', ((545.9228571428572, 546.5328571428571), (2, 2)))
(u'145008', ((545.44499999999994, 547.56500000000005), (1, 2)))
(u'145009', ((545.56849999999997, 546.31449999999995), (6, 6)))
(u'145010', ((545.92499999999995, 546.09000000000003), (1, 0)))
(u'145011', ((545.70999999999992, 546.55562499999996), (6, 4)))
(u'145012', ((533.04818181818189, 534.01227272727272), (3, 2)))
(u'145013', ((545.95875000000001, 546.75312499999995), (2, 4)))
(u'145014', ((546.07000000000005, 546.46625000000006), (2, 3)))
(u'145015', ((546.0773684210526, 546.56894736842105), (9, 2)))
(u'145016', ((546.02891891891886, 546.68594594594583), (12, 10)))
(u'145017', ((546.14760000000012, 546.54200000000003), (6, 2)))
(u'145018', ((545.94866666666678, 546.72133333333329), (6, 4)))
(u'145019', ((545.87333333333345, 546.40222222222224), (5, 2)))
(u'145020', ((545.79875000000004, 546.35437500000012), (4, 8)))
(u'145021', ((545.66125, 546.32249999999999), (2, 4)))
(u'145022', ((545.99000000000001, 546.32999999999993), (6, 3)))
(u'145023', ((545.45500000000004, 546.30250000000001), (1, 2)))
(u'145024', ((546.07642857142866, 546.34785714285715), (6, 9)))
(u'145025', ((545.7721739130435, 546.28739130434781), (6, 6)))
(u'145026', ((545.03454545454542, 546.45454545454527), (4, 2)))
(u'145027', ((545.02166666666665, 546.65999999999997), (5, 2)))
(u'145029', ((545.96500000000003, 546.38999999999999), (2, 2)))
(u'145030', ((545.35749999999996, 546.37750000000005), (1, 2)))
(u'145032', ((546.02250000000004, 546.28499999999997), (2, 1)))
(u'145033', ((546.03166666666664, 546.51749999999981), (4, 4)))
(u'145034', ((545.35000000000002, 546.94124999999997), (2, 3)))
(u'145035', ((436.39799999999997, 546.48400000000004), (2, 2)))
(u'145036', ((347.17272727272723, 546.98818181818183), (2, 3)))
(u'145037', ((68.269999999999996, 546.68124999999998), (2, 3)))
(u'145038', ((403.59826086956525, 451.65043478260867), (8, 7)))
(u'145039', ((364.02111111111117, 364.27055555555563), (7, 8)))
(u'145040', ((160.44235294117647, 257.12588235294112), (6, 7)))
(u'145041', ((455.03583333333324, 440.56083333333322), (11, 10)))
(u'145042', ((416.0761904761905, 520.5547619047619), (4, 2)))
(u'145043', ((213.73130434782612, 546.99521739130444), (10, 8)))
(u'145044', ((414.7348148148148, 465.74018518518528), (17, 16)))
(u'145045', ((443.66937500000012, 375.90968749999996), (10, 15)))
(u'145046', ((500.35495327102791, 511.81644859813093), (16, 12)))
(u'145047', ((496.68090909090915, 511.80340909090916), (8, 6)))
(u'145048', ((545.92533333333324, 548.02533333333338), (3, 2)))
(u'145049', ((546.44000000000005, 547.18222222222221), (2, 3)))
(u'145050', ((546.27153846153828, 505.07346153846134), (13, 3)))
(u'145051', ((546.2394444444443, 486.30666666666667), (6, 4)))
(u'145052', ((546.34199999999998, 382.93299999999999), (4, 3)))
(u'145053', ((523.18958333333319, 433.12041666666664), (1, 10)))
(u'145054', ((524.19919999999979, 481.42959999999999), (2, 6)))
(u'145055', ((546.11727272727273, 547.18545454545449), (4, 4)))
(u'145056', ((545.64999999999998, 547.32999999999993), (0, 1)))
(u'145057', ((546.50999999999988, 546.91666666666663), (1, 2)))
(u'145058', ((545.85599999999999, 547.23199999999997), (2, 1)))
(u'145059', ((546.37375000000009, 546.88374999999996), (2, 2)))
(u'145100', ((546.43118644067818, 519.36745762711848), (22, 5)))
(u'145101', ((546.60727272727274, 348.08636363636367), (2, 5)))
(u'145102', ((546.39499999999998, 390.76357142857142), (9, 6)))
(u'145103', ((546.11249999999984, 546.9325), (3, 5)))
(u'145104', ((546.06173076923108, 410.32500000000005), (23, 16)))
(u'145105', ((546.18370967741942, 502.89290322580649), (25, 8)))
(u'145106', ((546.26045454545442, 397.79136363636354), (11, 10)))
(u'145107', ((546.26153846153829, 294.52230769230772), (6, 5)))
(u'145108', ((546.21875, 341.8725), (2, 3)))
(u'145109', ((546.3293749999998, 341.83437500000002), (8, 8)))
(u'145110', ((546.2733333333332, 394.96055555555552), (8, 7)))
(u'145111', ((546.21692307692297, 378.89538461538456), (3, 5)))
(u'145112', ((546.11153846153843, 462.82923076923078), (6, 2)))
(u'145113', ((546.10909090909081, 447.41090909090906), (4, 4)))
(u'145114', ((545.41499999999996, 546.76250000000005), (3, 2)))
(u'145115', ((545.64999999999998, 547.30666666666673), (0, 2)))
(u'145116', ((544.50999999999999, 547.875), (0, 1)))
(u'145117', ((546.46222222222218, 486.23361111111109), (14, 6)))
(u'145118', ((546.43599999999992, 546.89800000000002), (2, 2)))
(u'145119', ((409.93374999999997, 273.43500000000006), (4, 4)))
(u'145120', ((455.45888888888891, 364.69166666666666), (5, 5)))
(u'145121', ((425.01333333333326, 547.58444444444444), (3, 1)))
(u'145122', ((496.88090909090914, 547.38818181818181), (2, 6)))
(u'145123', ((390.35857142857145, 547.40571428571423), (2, 5)))
(u'145124', ((546.66000000000008, 546.83500000000004), (1, 1)))
(u'145125', ((471.71636363636372, 547.06909090909085), (6, 9)))
(u'145126', ((546.43571428571431, 547.02499999999998), (5, 6)))
(u'145127', ((546.39999999999998, 547.24399999999991), (2, 5)))
(u'145128', ((546.245, 547.45999999999992), (4, 1)))
(u'145129', ((485.64333333333332, 547.2022222222223), (2, 5)))
(u'145130', ((364.08333333333331, 547.67999999999995), (1, 0)))
(u'145131', ((546.58000000000004, 547.255), (1, 1)))
(u'145132', ((546.17714285714294, 546.90571428571434), (4, 1)))
(u'145133', ((546.09285714285727, 546.91571428571422), (2, 2)))
(u'145134', ((390.30571428571432, 547.20285714285706), (4, 2)))
(u'145135', ((509.96800000000002, 546.90933333333328), (2, 4)))
(u'145136', ((491.86199999999997, 547.34199999999998), (2, 5)))
(u'145137', ((485.7811111111111, 546.92111111111114), (2, 3)))
(u'145138', ((514.19176470588241, 546.84647058823532), (2, 4)))
(u'145139', ((546.20550000000003, 546.85699999999986), (8, 5)))
(u'145140', ((494.84627906976749, 547.01697674418631), (8, 22)))
(u'145141', ((545.08421052631581, 546.81947368421072), (1, 8)))
(u'145142', ((546.16217391304349, 546.73478260869581), (10, 7)))
(u'145143', ((544.93818181818176, 546.72181818181809), (6, 3)))
(u'145144', ((545.89375000000007, 546.68124999999998), (6, 2)))
(u'145145', ((515.63055555555547, 547.00611111111118), (2, 7)))
(u'145146', ((545.78249999999991, 546.72499999999991), (5, 1)))
(u'145147', ((545.78923076923081, 546.72769230769234), (5, 4)))
(u'145148', ((545.35294117647049, 385.83500000000009), (4, 13)))
(u'145149', ((545.98249999999996, 409.89916666666659), (2, 6)))
(u'145150', ((545.83416666666665, 318.80250000000001), (4, 5)))
(u'145151', ((545.95354838709682, 405.51225806451617), (9, 12)))
(u'145152', ((496.3354545454547, 422.2654545454547), (4, 8)))
(u'145153', ((503.95153846153846, 378.3061538461539), (2, 3)))
(u'145154', ((527.19137931034481, 376.87793103448286), (2, 10)))
(u'145155', ((545.89320000000009, 480.90120000000007), (14, 4)))
(u'145156', ((546.16999999999996, 546.43666666666661), (2, 3)))
(u'145157', ((477.91124999999994, 546.4575000000001), (2, 1)))
(u'145158', ((546.04000000000008, 546.47000000000014), (3, 0)))
(u'145200', ((546.16599999999994, 437.17100000000011), (2, 3)))
(u'145201', ((545.99000000000001, 429.40714285714284), (3, 6)))
(u'145202', ((545.79000000000008, 347.76272727272726), (5, 7)))
(u'145203', ((546.12090909090887, 422.22999999999996), (8, 9)))
(u'145204', ((545.92571428571432, 390.29857142857139), (5, 3)))
(u'145205', ((546.02142857142849, 351.26999999999998), (4, 8)))
(u'145206', ((545.85235294117638, 385.72588235294108), (8, 5)))
(u'145207', ((546.11500000000001, 409.81999999999994), (2, 3)))
(u'145208', ((545.85699999999997, 382.50150000000002), (5, 3)))
(u'145209', ((545.9425, 546.4174999999999), (2, 2)))
(u'145210', ((546.25, 546.40666666666664), (0, 1)))
(u'145211', ((546.07666666666671, 364.33666666666664), (2, 3)))
(u'145212', ((546.24000000000001, 546.38999999999999), (0, 0)))
(u'145213', ((545.75297872340434, 453.34914893617031), (14, 16)))
(u'145214', ((545.57818181818186, 546.27454545454543), (3, 5)))
(u'145215', ((545.76375000000007, 546.59875), (4, 3)))
(u'145216', ((545.48500000000001, 409.64499999999998), (3, 4)))
(u'145217', ((545.66062499999998, 409.63062500000001), (6, 7)))
(u'145218', ((545.66666666666663, 546.19000000000005), (1, 1)))
(u'145219', ((545.62190476190472, 390.15047619047618), (10, 8)))
(u'145220', ((545.71115384615359, 378.24615384615379), (6, 13)))
(u'145221', ((545.66624999999999, 409.69875000000008), (9, 10)))
(u'145222', ((545.75428571428574, 468.18928571428569), (3, 4)))
(u'145223', ((545.5776190476189, 390.21571428571423), (10, 8)))
(u'145224', ((545.40285714285721, 468.2714285714286), (6, 3)))
(u'145225', ((545.44312500000001, 546.20281249999994), (17, 6)))
(u'145226', ((545.67666666666662, 485.41666666666657), (5, 2)))
(u'145227', ((528.36874999999986, 426.62375000000009), (2, 8)))
(u'145228', ((545.64499999999998, 546.13), (1, 1)))
(u'145229', ((545.02857142857135, 546.02857142857135), (3, 3)))
(u'145230', ((545.19999999999993, 546.01999999999998), (1, 0)))
